source (en),translation (ko)
See :doc:`GeoDjango </ref/contrib/gis/index>` for details.,자세한 내용은 :doc:`GeoDjango </ref/contrib/gis/index>`을 참조하세요.
Pluggable file storage,플러그형 파일 스토리지
"Django's built-in ``FileField`` and ``ImageField`` now can take advantage of pluggable file-storage backends, allowing extensive customization of where and how uploaded files get stored by Django. For details, see :doc:`the files documentation </topics/files>`; big thanks go to Marty Alchin for putting in the hard work to get this completed.","Django의 내장 ``FileField`` 및 ``ImageField``는 이제 플러그형 파일 스토리지 백엔드를 활용할 수 있으므로, 업로드된 파일이 Django에 의해 저장되는 위치와 방법을 광범위하게 사용자 정의할 수 있습니다. 자세한 내용은 :doc:`the files documentation </topics/files>`을 참조하십시오. 이 작업을 완료하기 위해 열심히 노력한 Marty Alchin에게 큰 감사를 드립니다."
Jython compatibility,Jython 호환성
"Thanks to a lot of work from Leo Soto during a Google Summer of Code project, Django's codebase has been refactored to remove incompatibilities with `Jython`_, an implementation of Python written in Java, which runs Python code on the Java Virtual Machine. Django is now compatible with the forthcoming Jython 2.5 release.","Google Summer of Code 프로젝트 동안, Leo Soto의 많은 작업 덕분에 Django의 코드베이스가 리팩터링되어 Java Virtual Machine에서 Python 코드를 실행하는 Java로 작성된 Python 구현인 `Jython`_과의 비호환성을 제거했습니다. Django는 이제 곧 출시될 Jython 2.5 릴리스와 호환됩니다."
Generic relations in forms and admin,양식 및 관리자의 일반적인 관계
Classes are now included in ``django.contrib.contenttypes`` which can be used to support generic relations in both the admin interface and in end-user forms. See :ref:`the documentation for generic relations <generic-relations>` for details.,클래스는 이제 ``django.contrib.contenttypes``에 포함되어 관리자 인터페이스와 최종 사용자 양식 모두에서 일반 관계를 지원하는 데 사용할 수 있습니다. 자세한 내용은 :ref:`제네릭 관계 <generic-relations> 문서`를 참조하십시오.
``INSERT``/``UPDATE`` distinction,``INSERT``/``UPDATE`` 구분
"Although Django's default behavior of having a model's ``save()`` method automatically determine whether to perform an ``INSERT`` or an ``UPDATE`` at the SQL level is suitable for the majority of cases, there are occasional situations where forcing one or the other is useful. As a result, models can now support an additional parameter to ``save()`` which can force a specific operation.","모델의 ``save()`` 메서드가 SQL 수준에서 ``INSERT``을 수행할 것인지 ``UPDATE``를 수행할 것인지를 자동으로 결정하는 Django의 기본값 동작은 대부분의 경우에 적합하지만, 가끔 둘 중 하나를 강제하는 것이 유용할 때가 있습니다. 결과적으로, 이제 모델은 특정 작업을 강제할 수 있는 ``save()``에 대한 추가 매개변수를 지원할 수 있습니다."
See :ref:`ref-models-force-insert` for details.,자세한 내용은 :ref:`ref-models-force-insert`를 참조하십시오.
Split ``CacheMiddleware``,``CacheMiddleware`` 분할
"Django's ``CacheMiddleware`` has been split into three classes: ``CacheMiddleware`` itself still exists and retains all of its previous functionality, but it is now built from two separate middleware classes which handle the two parts of caching (inserting into and reading from the cache) separately, offering additional flexibility for situations where combining these functions into a single middleware posed problems.",Django의 ``CacheMiddleware``는 세 가지 클래스로 분할되었습니다. ``CacheMiddleware`` 자체는 여전히 존재하며 이전 기능을 모두 유지합니다. 그러나 이제는 캐싱의 두 부분(캐시에 삽입 및 읽기)을 개별적으로 처리하는 두 개의 개별 미들웨어 클래스에서 빌드됩니다. 이러한 기능을 하나의 미들웨어로 결합하면 문제가 발생하는 상황에 대해 추가적인 유연성을 제공합니다.
"Full details, including updated notes on appropriate use, are in :doc:`the caching documentation </topics/cache>`.",적절한 사용에 대한 업데이트된 참고 사항을 포함한 전체 세부 정보는 :doc:`the caching documentation </topics/cache>`에 있습니다.
Refactored ``django.contrib.comments``,리팩터된 ``django.contrib.comments``
"As part of a Google Summer of Code project, Thejaswi Puthraya carried out a major rewrite and refactoring of Django's bundled comment system, greatly increasing its flexibility and customizability.","Google Summer of Code 프로젝트의 일환으로, Thejaswi Puthraya는 Django의 번들 주석 시스템을 대대적으로 재작성하고 리팩토링하여 유연성과 사용자 정의 가능성을 크게 높였습니다."
Removal of deprecated features,더 이상 사용되지 않는 기능 제거
"A number of features and methods which had previously been marked as deprecated, and which were scheduled for removal prior to the 1.0 release, are no longer present in Django. These include imports of the form library from ``django.newforms`` (now located simply at ``django.forms``), the ``form_for_model`` and ``form_for_instance`` helper functions (which have been replaced by ``ModelForm``) and a number of deprecated features which were replaced by the dispatcher, file-uploading and file-storage refactoring introduced in the Django 1.0 alpha releases.","이전에 '더 이상 사용되지 않는 것'으로 표시되고, 1.0 릴리스 이전에 제거될 예정이었던 많은 기능과 메서드가 Django에서 제거되었습니다. 여기에는 ``django.newforms``(현재 ``django.forms``에 위치)에서 양식 라이브러리 가져오기, ``form_for_model`` 및 ``form_for_instance`` 헬퍼 함수(``ModelForm``으로 대체됨), 디스패처로 대체된 여러 가지 사용되지 않는 기능들 및 Django 1.0 알파 릴리스에 도입된 파일 업로드 및 파일 저장 리팩토링이 포함됩니다."
Known issues,알려진 문제들
"We've done our best to make Django 1.0 as solid as possible, but unfortunately there are a couple of issues that we know about in the release.","우리는 Django 1.0을 가능한 한 견고하게 만들기 위해 최선을 다했지만, 안타깝게도 릴리스에서 몇 가지 알려진 문제가 있습니다."
Multi-table model inheritance with ``to_field``,``to_field``를 사용한 다중 테이블 모델 상속
"If you're using :ref:`multiple table model inheritance <multi-table-inheritance>`, be aware of this caveat: child models using a custom ``parent_link`` and ``to_field`` will cause database integrity errors. A set of models like the following are **not valid**::",":ref:`다중 테이블 모델 상속 <multi-table-inheritance>'을 사용하는 경우, 다음을 주의하십시오: 사용자 지정 ``parent_link`` 및 ``to_field``를 사용하는 자식 모델은 데이터베이스 무결성 오류를 일으킵니다. 다음과 같은 모델 집합은 **유효하지 않습니다**::"
This bug will be fixed in the next release of Django.,이 버그는 Django의 다음 릴리스에서 수정될 것입니다.
Caveats with support of certain databases,특정 데이터베이스 지원에 대한 주의 사항
"Django attempts to support as many features as possible on all database backends. However, not all database backends are alike, and in particular many of the supported database differ greatly from version to version. It's a good idea to checkout our :doc:`notes on supported database </ref/databases>`:","Django는 모든 데이터베이스 백엔드에서 가능한 한 많은 기능을 지원하려고 합니다. 그러나 모든 데이터베이스 백엔드가 동일한 것은 아니며, 특히 지원되는 많은 데이터베이스가 버전마다 크게 다릅니다. :doc:`지원되는 데이터베이스에 대한 참고 사항 </ref/databases>`을 확인하는 것이 좋습니다:"
:ref:`mysql-notes`,:ref:`mysql-notes`
:ref:`sqlite-notes`,:ref:`sqlite-notes`
:ref:`oracle-notes`,:ref:`oracle-notes`
Porting your apps from Django 0.96 to 1.0,Django 0.96에서 1.0으로 앱 포팅
Django 1.0 breaks compatibility with 0.96 in some areas.,Django 1.0은 일부 영역에서 0.96과 호환되지 않습니다.
"This guide will help you port 0.96 projects and apps to 1.0. The first part of this document includes the common changes needed to run with 1.0. If after going through the first part your code still breaks, check the section `Less-common Changes`_ for a list of a bunch of less-common compatibility issues.","이 가이드는 0.96 프로젝트 및 앱을 1.0으로 포팅하는 것을 알려드립니다. 이 문서의 첫 번째 부분에는 1.0에서 실행하는 데 필요한 일반적인 변경 사항이 포함되어 있습니다. 첫 번째 부분을 진행한 후에도 코드가 여전히 깨지면, `덜 일반적인 변경 사항`_ 섹션에서 덜 일반적인 호환성 문제 목록을 확인하세요."
The :doc:`1.0 release notes </releases/1.0>`. That document explains the new features in 1.0 more deeply; the porting guide is more concerned with helping you quickly update your code.,:doc:`1.0 릴리스 노트 </releases/1.0>`. 이 문서는 1.0의 새로운 기능을 더 자세히 설명합니다. 포팅 가이드는 코드를 빠르게 업데이트하는 데 더 많은 관심이 있습니다.
Common changes,일반적인 변경 사항
This section describes the changes between 0.96 and 1.0 that most users will need to make.,이 섹션에서는 대부분의 사용자가 수행해야 하는 0.96과 1.0 사이의 변경 사항에 대해 설명합니다.
Use Unicode,유니코드 사용
"Change string literals (``'foo'``) into Unicode literals (``u'foo'``). Django now uses Unicode strings throughout. In most places, raw strings will continue to work, but updating to use Unicode literals will prevent some obscure problems.","문자열 리터럴(``'foo'``)을 유니코드 리터럴(``u'foo'``)로 변경합니다. Django는 이제 전체적으로 유니코드 문자열을 사용합니다. 대부분의 경우, 원시 문자열은 계속 작동하지만 유니코드 리터럴을 사용하도록 업데이트하면 모호한 문제를 방지할 수 있습니다."
See :doc:`/ref/unicode` for full details.,자세한 내용은 :doc:`/ref/unicode`를 참조하십시오.
Common changes to your models file:,모델 파일에 대한 일반적인 변경 사항:
Rename ``maxlength`` to ``max_length``,``maxlength``를 ``max_length``로 이름 바꾸기
Rename your ``maxlength`` argument to ``max_length`` (this was changed to be consistent with form fields):,``maxlength`` 인수의 이름을 ``max_length``로 바꾸십시오(양식 필드와 일치하도록 변경됨):
Replace ``__str__`` with ``__unicode__``,``__str__``을 ``__unicode__``로 교체
"Replace your model's ``__str__`` function with a ``__unicode__`` method, and make sure you `use Unicode`_ (``u'foo'``) in that method.","모델의 ``__str__`` 함수를 ``__unicode__`` 메서드로 바꾸고, 해당 메서드에서 `유니코드를 사용`_(``u'foo'``)하고 있는지 확인하세요."
Remove ``prepopulated_from``,``prepopulated_from`` 제거
"Remove the ``prepopulated_from`` argument on model fields. It's no longer valid and has been moved to the ``ModelAdmin`` class in ``admin.py``. See `the admin`_, below, for more details about changes to the admin.","모델 필드에서 ``prepopulated_from`` 인수를 제거하십시오. 이는 더 이상 유효하지 않으며, ``admin.py``의 ``ModelAdmin`` 클래스로 이동되었습니다. 관리자 변경에 대한 자세한 내용은 아래의 `관리자`_를 참조하십시오."
Remove ``core``,``코어`` 제거
"Remove the ``core`` argument from your model fields. It is no longer necessary, since the equivalent functionality (part of :ref:`inline editing <admin-inlines>`) is handled differently by the admin interface now. You don't have to worry about inline editing until you get to `the admin`_ section, below. For now, remove all references to ``core``.",모델 필드에서 ``core`` 인수를 제거하십시오. 이는 동등한 기능(:ref:'인라인 편집 <admin-inlines>'의 일부)이 이제 관리자 인터페이스에서 다르게 처리되기 때문에 더 이상 필요하지 않습니다. 아래의 `관리자`_ 섹션에 도달할 때까지 인라인 편집에 대해 걱정할 필요가 없습니다. 지금은 ``core``에 대한 모든 참조를 제거합니다.
Replace ``class Admin:`` with ``admin.py``,``class Admin:``을 ``admin.py``로 바꾸십시오.
"Remove all your inner ``class Admin`` declarations from your models. They won't break anything if you leave them, but they also won't do anything. To register apps with the admin you'll move those declarations to an ``admin.py`` file; see `the admin`_ below for more details.","모델에서 모든 내부 ``class Admin`` 선언을 제거하십시오. 제거하지 않으면 문제가 되는 것은 아니지만, 아무 역할도 하지 않을 것입니다. 관리자에게 앱을 등록하려면 해당 선언을 ``admin.py`` 파일로 이동해야 합니다. 자세한 내용은 아래의 `관리자`_를 참조하십시오."
A contributor to djangosnippets__ has written a script that'll `scan your models.py and generate a corresponding admin.py`__.,djangosnippets__의 기여자는 `models.py를 스캔하고 해당 admin.py를 생성하는`__ 스크립트를 작성했습니다.
Example,예제
Below is an example ``models.py`` file with all the changes you'll need to make:,다음은 필요한 모든 변경 사항이 포함된 ``models.py`` 파일의 예입니다:
Old (0.96) ``models.py``::,오래된 (0.96) ``models.py``::
New (1.0) ``models.py``::,신규 (1.0) ``models.py``::
New (1.0) ``admin.py``::,신규 (1.0) ``admin.py``::
The Admin,관리자
"One of the biggest changes in 1.0 is the new admin. The Django administrative interface (``django.contrib.admin``) has been completely refactored; admin definitions are now completely decoupled from model definitions, the framework has been rewritten to use Django's new form-handling library and redesigned with extensibility and customization in mind.","1.0의 가장 큰 변화 중 하나는 새로운 관리자입니다. Django 관리 인터페이스(``django.contrib.admin``)가 완전히 리팩토링되었습니다. 관리자 정의는 이제 모델 정의에서 완전히 분리되었으며, 프레임워크는 Django의 새로운 양식 처리 라이브러리를 사용하도록 재작성되었으며, 확장성과 사용자 지정을 염두에 두고 재설계되었습니다."
"Practically, this means you'll need to rewrite all of your ``class Admin`` declarations. You've already seen in `models`_ above how to replace your ``class Admin`` with an ``admin.site.register()`` call in an ``admin.py`` file. Below are some more details on how to rewrite that ``Admin`` declaration into the new syntax.","실질적으로, 이는 모든 ``class Admin`` 선언을 다시 작성해야 함을 의미합니다. 위의 `models`_에서 ``admin.py`` 파일에서 ``class Admin``을 ``admin.site.register()`` 호출로 대체하는 방법을 이미 보았습니다. 다음은 ``Admin`` 선언을 새 구문으로 다시 작성하는 방법에 대한 자세한 내용입니다."
Use new inline syntax,새로운 인라인 구문 사용
The new ``edit_inline`` options have all been moved to ``admin.py``. Here's an example:,새로운 ``edit_inline`` 옵션이 모두 ``admin.py``로 이동되었습니다. 예를 들면 다음과 같습니다:
Old (0.96)::,이전 (0.96)::
New (1.0)::,신규 (1.0)::
See :ref:`admin-inlines` for more details.,자세한 내용은 :ref:`admin-inlines`을 참조하십시오.
"Simplify ``fields``, or use ``fieldsets``",``fields`` 단순화 또는 ``fieldsets`` 사용
"The old ``fields`` syntax was quite confusing, and has been simplified. The old syntax still works, but you'll need to use ``fieldsets`` instead.","이전 ``fields`` 구문은 매우 혼란스러웠기 때문에 단순화되었습니다. 이전 구문은 여전히 작동하지만, 대신 ``fieldsets``를 사용해야 합니다."
More detailed information about the changes and the reasons behind them can be found on the `NewformsAdminBranch wiki page`__,변경 사항 및 그 이유에 대한 자세한 정보는 `NewformsAdminBranch 위키 페이지`__에서 찾을 수 있습니다.
The new admin comes with a ton of new features; you can read about them in the :doc:`admin documentation </ref/contrib/admin/index>`.,새로운 관리자에게는 수많은 새로운 기능이 제공됩니다. :doc:`admin 문서 </ref/contrib/admin/index>`에서 이에 대해 읽을 수 있습니다.
Update your root ``urls.py``,루트 ``urls.py`` 업데이트
"If you're using the admin site, you need to update your root ``urls.py``.","관리 사이트를 사용하는 경우, 루트 ``urls.py``를 업데이트해야 합니다."
Old (0.96) ``urls.py``::,이전(0.96) ``urls.py``::
New (1.0) ``urls.py``::,신규 (1.0) ``urls.py``::
Use ``django.forms`` instead of ``newforms``,``newforms`` 대신 ``django.forms`` 사용
Replace ``django.newforms`` with ``django.forms`` -- Django 1.0 renamed the ``newforms`` module (introduced in 0.96) to plain old ``forms``. The ``oldforms`` module was also removed.,``django.newforms``를 ``django.forms``로 바꾸십시오 -- Django 1.0은 ``newforms`` 모듈(0.96에 도입됨)을 일반 이전 ``forms``로 이름을 바꿨습니다. ``oldforms`` 모듈도 제거되었습니다.
"If you're already using the ``newforms`` library, and you used our recommended ``import`` statement syntax, all you have to do is change your import statements.","이미 ``newforms`` 라이브러리를 사용 중이고, 권장하는 ``import`` 문 구문을 사용했다면, import 문을 변경하기만 하면 됩니다."
Old::,이전::
New::,신규::
"If you're using the old forms system (formerly known as ``django.forms`` and ``django.oldforms``), you'll have to rewrite your forms. A good place to start is the :doc:`forms documentation </topics/forms/index>`","이전 양식 시스템(이전의 ``django.forms`` 및 ``django.oldforms``)을 사용하는 경우, 양식을 다시 작성해야 합니다. :doc:`양식 문서 </topics/forms/index>`을 통해 시작하는 것이 좋습니다."
Handle uploaded files using the new API,새로운 API를 사용하여 업로드된 파일 처리
"Replace use of uploaded files -- that is, entries in ``request.FILES`` -- as simple dictionaries with the new :class:`~django.core.files.uploadedfile.UploadedFile`. The old dictionary syntax no longer works.","업로드된 파일(즉, ``request.FILES`` 항목)의 사용을 새로운 :class:`~django.core.files.uploadedfile.UploadedFile`로 간단한 사전으로 대체하십시오. 이전 사전 구문은 더 이상 작동하지 않습니다."
"Thus, in a view like::","따라서, 다음과 같은 뷰에서::"
...you'd need to make the following changes:,...다음과 같이 변경해야 합니다:
Old (0.96),이전 (0.96)
New (1.0),신규 (1.0)
``f['content']``,``f['content']``
``f.read()``,``f.read()``
``f['filename']``,``f['filename']``
``f.name``,``f.name``
``f['content-type']``,``f['content-type']``
``f.content_type``,``f.content_type``
Work with file fields using the new API,새 API를 사용하여 파일 필드 작업
"The internal implementation of :class:`django.db.models.FileField` have changed. A visible result of this is that the way you access special attributes (URL, filename, image size, etc.) of these model fields has changed. You will need to make the following changes, assuming your model's :class:`~django.db.models.FileField` is called ``myfile``:",":class:`django.db.models.FileField`의 내부 구현이 변경되었습니다. 모델 필드의 특수 속성(URL, 파일 이름, 이미지 크기 등)에 액세스하는 방식이 변경되었습니다. 모델의 :class:`~django.db.models.FileField`가 ``myfile``이라고 가정하고 다음과 같이 변경해야 합니다:"
``myfile.get_content_filename()``,``myfile.get_content_filename()``
``myfile.content.path``,``myfile.content.path``
``myfile.get_content_url()``,``myfile.get_content_url()``
``myfile.content.url``,``myfile.content.url``
``myfile.get_content_size()``,``myfile.get_content_size()``
``myfile.content.size``,``myfile.content.size``
``myfile.save_content_file()``,``myfile.save_content_file()``
``myfile.content.save()``,``myfile.content.save()``
``myfile.get_content_width()``,``myfile.get_content_width()``
``myfile.content.width``,``myfile.content.width``
``myfile.get_content_height()``,``myfile.get_content_height()``
``myfile.content.height``,``myfile.content.height``
Note that the ``width`` and ``height`` attributes only make sense for :class:`~django.db.models.ImageField` fields. More details can be found in the :doc:`model API </ref/models/fields>` documentation.,``width`` 및 ``height`` 속성은 :class:`~django.db.models.ImageField` 필드에만 의미가 있습니다. 자세한 내용은 :doc:`model API </ref/models/fields>` 문서에서 찾을 수 있습니다.
Use ``Paginator`` instead of ``ObjectPaginator``,``ObjectPaginator`` 대신 ``Paginator`` 사용
"The ``ObjectPaginator`` in 0.96 has been removed and replaced with an improved version, :class:`django.core.paginator.Paginator`.","0.96의 ``ObjectPaginator``가 제거되고, 개선된 버전인 :class:`django.core.paginator.Paginator`로 대체되었습니다."
Learn to love autoescaping,자동 이스케이핑을 사랑하는 법 배우기
"By default, the template system now automatically HTML-escapes the output of every variable. To learn more, see :ref:`automatic-html-escaping`.","기본적으로, 템플릿 시스템은 이제 모든 변수의 출력을 자동으로 HTML 이스케이프 처리합니다. 자세한 내용은 :ref:`automatic-html-escaping`을 참조하십시오."
"To disable auto-escaping for an individual variable, use the :tfilter:`safe` filter:",개별 변수에 대한 자동 이스케이프를 비활성화하려면 :tfilter:`safe` 필터를 사용하세요:
"To disable auto-escaping for an entire template, wrap the template (or just a particular section of the template) in the :ttag:`autoescape` tag:","전체 템플릿에 대해 자동 이스케이프를 비활성화하려면, 템플릿(또는 템플릿의 특정 섹션)을 :ttag:`autoescape` 태그로 래핑합니다:"
Less-common changes,일반적이지 않은 변경 사항
"The following changes are smaller, more localized changes. They should only affect more advanced users, but it's probably worth reading through the list and checking your code for these things.","다음 변경 사항은 더 작고 지역화된 변경 사항입니다. 고급 사용자에게만 영향을 주지만, 목록을 읽고 이러한 사항에 대한 코드를 확인하는 것이 좋습니다."
Signals,시그널
Add ``**kwargs`` to any registered signal handlers.,등록된 시그널 처리기에 ``**kwargs``를 추가하십시오.
"Connect, disconnect, and send signals via methods on the :class:`~django.dispatch.Signal` object instead of through module methods in ``django.dispatch.dispatcher``.","``django.dispatch.dispatcher``의 모듈 메서드 대신 :class:`~django.dispatch.Signal` 객체의 메서드를 통해 신호를 연결, 연결 해제 및 전송합니다."
Remove any use of the ``Anonymous`` and ``Any`` sender options; they no longer exist. You can still receive signals sent by any sender by using ``sender=None``,``Anonymous`` 및 ``Any`` 발신자 옵션 사용을 제거하십시오. 그들은 더 이상 존재하지 않습니다. ``sender=None``을 사용하여 모든 보낸 사람이 보낸 신호를 계속 받을 수 있습니다.
Make any custom signals you've declared into instances of :class:`django.dispatch.Signal` instead of anonymous objects.,익명 객체 대신 :class:`django.dispatch.Signal` 인스턴스로 선언한 사용자 지정 시그널을 만듭니다.
Here's quick summary of the code changes you'll need to make:,다음은 수행해야 하는 코드 변경에 대한 간략한 요약입니다:
``def callback(sender)``,``def callback(sender)``
"``def callback(sender, **kwargs)``","``def callback(sender, **kwargs)``"
``sig = object()``,``sig = object()``
``sig = django.dispatch.Signal()``,``sig = django.dispatch.Signal()``
"``dispatcher.connect(callback, sig)``","``dispatcher.connect(callback, sig)``"
``sig.connect(callback)``,``sig.connect(callback)``
"``dispatcher.send(sig, sender)``","``dispatcher.send(sig, sender)``"
``sig.send(sender)``,``sig.send(sender)``
"``dispatcher.connect(callback, sig, sender=Any)``","``dispatcher.connect(callback, sig, sender=Any)``"
"``sig.connect(callback, sender=None)``","``sig.connect(callback, sender=None)``"
"If you were using Django 0.96's ``django.contrib.comments`` app, you'll need to upgrade to the new comments app introduced in 1.0. See the upgrade guide for details.","Django 0.96의 ``django.contrib.comments`` 앱을 사용하고 있었다면, 1.0에 도입된 새로운 코멘트 앱으로 업그레이드해야 합니다. 자세한 내용은 업그레이드 가이드를 참조하세요."
:ttag:`spaceless` tag,:ttag:`spaceless` 태그
"The ``spaceless`` template tag now removes *all* spaces between HTML tags, instead of preserving a single space.","``spaceless`` 템플릿 태그는 이제 단일 공백을 유지하는 대신, HTML 태그 사이의 *모든* 공백을 제거합니다."
Local flavors,지역 풍미
U.S. local flavor,U.S. 지역 풍미
"``django.contrib.localflavor.usa`` has been renamed to ``django.contrib.localflavor.us``. This change was made to match the naming scheme of other local flavors. To migrate your code, all you need to do is change the imports.","``django.contrib.localflavor.usa``는 ``django.contrib.localflavor.us``로 이름이 변경되었습니다. 이 변경은 다른 지역 풍미의 명명 체계와 일치하도록 만들어졌습니다. 코드를 마이그레이션하려면, import를 변경하기만 하면 됩니다."
Getting a new session key,새 세션 키 얻기
``SessionBase.get_new_session_key()`` has been renamed to ``_get_new_session_key()``. ``get_new_session_object()`` no longer exists.,``SessionBase.get_new_session_key()``는 ``_get_new_session_key()``로 이름이 변경되었습니다. ``get_new_session_object()``는 더 이상 존재하지 않습니다.
Fixtures,픽스처
Loading a row no longer calls ``save()``,행을 로드할 때 더 이상 ``save()``를 호출하지 않습니다.
"Previously, loading a row automatically ran the model's ``save()`` method. This is no longer the case, so any fields (for example: timestamps) that were auto-populated by a ``save()`` now need explicit values in any fixture.","이전에는 행을 로드하면 모델의 ``save()`` 메서드가 자동으로 실행되었습니다. 이제는 실행되지 않으므로, ``save()``에 의해 자동으로 채워진 모든 필드(예: 타임스탬프)는 이제 모든 픽스처에 명시적인 값이 필요합니다."
Better exceptions,더 나은 예외
The old :exc:`EnvironmentError` has split into an :exc:`ImportError` when Django fails to find the settings module and a :exc:`RuntimeError` when you try to reconfigure settings after having already used them.,"이전 :exc:`EnvironmentError`는 :exc:`ImportError` (Django가 설정 모듈을 찾는 데 실패할 때)와, :exc:`RuntimeError` (이미 사용한 후에 설정을 재구성하려고 할 때)로 분할되었습니다."
:setting:`LOGIN_URL` has moved,:setting:`LOGIN_URL`이 이동됨
The :setting:`LOGIN_URL` constant moved from ``django.contrib.auth`` into the ``settings`` module. Instead of using ``from django.contrib.auth import LOGIN_URL`` refer to :setting:`settings.LOGIN_URL <LOGIN_URL>`.,:setting:`LOGIN_URL` 상수가 ``django.contrib.auth``에서 ``settings`` 모듈로 이동했습니다. ``from django.contrib.auth import LOGIN_URL``을 사용하는 대신 :setting:`settings.LOGIN_URL <LOGIN_URL>`을 참조하십시오.
:setting:`APPEND_SLASH` behavior has been updated,:setting:`APPEND_SLASH` 동작이 업데이트되었습니다.
"In 0.96, if a URL didn't end in a slash or have a period in the final component of its path, and :setting:`APPEND_SLASH` was True, Django would redirect to the same URL, but with a slash appended to the end. Now, Django checks to see whether the pattern without the trailing slash would be matched by something in your URL patterns. If so, no redirection takes place, because it is assumed you deliberately wanted to catch that pattern.","0.96에서 URL이 슬래시로 끝나지 않거나, 경로의 마지막 구성 요소에 마침표가 있고 :setting:`APPEND_SLASH`가 True인 경우 Django는 동일한 URL로 리디렉션되지만 끝에 슬래시가 추가됩니다. 이제 Django는 후행 슬래시가 없는 패턴이 URL 패턴의 무언가와 일치하는지 확인합니다. 만약 일치한다면 의도적으로 해당 패턴을 포착하려 했다고 가정하고 리디렉션이 발생하지 않습니다."
"For most people, this won't require any changes. Some people, though, have URL patterns that look like this::","대부분의 경우, 아무런 변경이 필요하지 않습니다. 그러나 어떤 사람들은 다음과 같은 URL 패턴을 가지고 있습니다::"
"Previously, those patterns would have been redirected to have a trailing slash. If you always want a slash on such URLs, rewrite the pattern as::","이전에는 이러한 패턴이 후행 슬래시를 갖도록 리디렉션되었습니다. 이러한 URL에 항상 슬래시를 사용하고 싶다면, 패턴을 다음과 같이 다시 작성하세요::"
Smaller model changes,더 작은 모델 변경
Different exception from ``get()``,``get()``과 다른 예외
Managers now return a :exc:`~django.core.exceptions.MultipleObjectsReturned` exception instead of :exc:`AssertionError`:,매니저는 이제 :exc:`AssertionError` 대신 :exc:`~django.core.exceptions.MultipleObjectsReturned` 예외를  리턴합니다.
``LazyDate`` has been fired,``LazyDate``가 제거됨
The ``LazyDate`` helper class no longer exists.,``LazyDate`` 헬퍼 클래스는 더 이상 존재하지 않습니다.
"Default field values and query arguments can both be callable objects, so instances of ``LazyDate`` can be replaced with a reference to ``datetime.datetime.now``:","기본 필드 값과 쿼리 인수는 모두 콜러블 객체가 될 수 있으므로, ``LazyDate`` 인스턴스를 ``datetime.datetime.now``에 대한 레퍼런스로 대체할 수 있습니다:"
"``DecimalField`` is new, and ``FloatField`` is now a proper float","``DecimalField``는 새로운 기능이며, ``FloatField``이 이제 적절한 float입니다."
"If you forget to make this change, you will see errors about ``FloatField`` not taking a ``max_digits`` attribute in ``__init__``, because the new ``FloatField`` takes no precision-related arguments.","이 변경을 잊어버리면, ``FloatField``가 ``__init__``에서 ``max_digits`` 속성을 사용하지 않는다는 오류가 표시됩니다. 왜냐하면 새로운 ``FloatField``는 정밀도 관련 인수를 사용하지 않기 때문입니다."
"If you're using MySQL or PostgreSQL, no further changes are needed. The database column types for ``DecimalField`` are the same as for the old ``FloatField``.","MySQL 또는 PostgreSQL을 사용하는 경우, 아무런 추가 변경이 필요하지 않습니다. ``DecimalField``에 대한 데이터베이스 열 유형은 이전 ``FloatField``와 동일합니다."
"If you're using SQLite, you need to force the database to view the appropriate columns as decimal types, rather than floats. To do this, you'll need to reload your data. Do this after you have made the change to using ``DecimalField`` in your code and updated the Django code.","SQLite를 사용하는 경우, 데이터베이스에서 적절한 열을 부동 소수점이 아닌 십진수 유형으로 다루도록 강제해야 합니다. 이렇게 하려면 데이터를 다시 로드해야 합니다. 코드에서 ``DecimalField``를 사용하도록 변경하고, Django 코드를 업데이트한 후에 이 작업을 수행하십시오."
**Back up your database first!**,**먼저 데이터베이스를 백업하세요!**
"For SQLite, this means making a copy of the single file that stores the database (the name of that file is the ``DATABASE_NAME`` in your ``settings.py`` file).","SQLite의 경우, 이는 데이터베이스를 저장하는 단일 파일의 복사본을 만드는 것을 의미합니다(해당 파일의 이름은 ``settings.py`` 파일의 ``DATABASE_NAME``입니다)."
"To upgrade each application to use a ``DecimalField``, you can do the following, replacing ``<app>`` in the code below with each app's name:","``DecimalField``를 사용하도록 각 애플리케이션을 업그레이드하려면, 아래 코드에서 ``<app>``을 각 앱의 이름으로 대체하여 다음을 수행할 수 있습니다:"
It's important that you remember to use XML format in the first step of this process. We are exploiting a feature of the XML data dumps that makes porting floats to decimals with SQLite possible.,이 프로세스의 첫 번째 단계에서 XML 형식을 사용하는 것을 기억하는 것이 중요합니다. 우리는 SQLite를 사용하여 부동 소수점을 십진법으로 이식할 수 있는 XML 데이터 덤프의 기능을 이용하고 있습니다.
In the second step you will be asked to confirm that you are prepared to lose the data for the application(s) in question. Say yes; we'll restore this data in the third step.,두 번째 단계에서는 해당 응용 프로그램의 데이터를 잃을 준비가 되었는지 확인하라는 메시지가 표시됩니다. '네'라고 대답하십시오; 세 번째 단계에서 이 데이터를 복원할 것입니다.
"``DecimalField`` is not used in any of the apps shipped with Django prior to this change being made, so you do not need to worry about performing this procedure for any of the standard Django models.","``DecimalField``는 이 변경 이전에 Django와 함께 제공되는 앱에서는 일절 사용되지 않으므로, 표준 Django 모델에 대해 이 절차를 수행하는 것에 대해 걱정할 필요가 없습니다."
