source (en),translation (ko)
How to authenticate against Django's user database from Apache,Apache에서 Django의 사용자 데이터베이스에 대해 인증하는 방법
Make sure that mod_wsgi is installed and activated and that you have followed the steps to set up :doc:`Apache with mod_wsgi </howto/deployment/wsgi/modwsgi>`.,"mod_wsgi가 설치 및 활성화되었는지 확인하고, 다음 단계를 따라 설정했는지 확인합니다:doc:`mod_wsgi가 있는 아파치 </howto/deployment/wsgi/modwsgi>.`"
"If you get a ``UnicodeEncodeError`` when uploading or writing files with file names or content that contains non-ASCII characters, make sure Apache is configured to support UTF-8 encoding::",ASCII가 아닌 문자가 포함된 파일 이름이나 콘텐츠로 파일을 업로드하거나 쓸 때 ``UnicodeEncodeError``가 발생하면 Apache가 UTF-8 인코딩을 지원하도록 구성되었는지 확인하세요.
"Alternatively, if you are :ref:`using mod_wsgi daemon mode<daemon-mode>` you can add ``lang`` and ``locale`` options to the ``WSGIDaemonProcess`` directive::",대신 :ref:`mod_wsgi 데몬 모드를 사용하고 있다면<daemon-mode>` ``lang`` 및 ``locale`` 옵션을 ``WSGIDaemonProcess`` 지시문에 추가할 수 있습니다::
Django doesn't serve files itself; it leaves that job to whichever web server you choose.,Django는 파일 자체를 서비스하지 않습니다; Django는 선택한 웹 서버에 해당 작업을 맡깁니다.
"We recommend using a separate web server -- i.e., one that's not also running Django -- for serving media. Here are some good choices:",미디어 서비스를 위해 Django를 실행하지도 않는 별도의 웹 서버를 사용하는 것이 좋습니다. 몇 가지 좋은 선택은 다음과 같습니다.
"When :mod:`django.contrib.staticfiles` is in :setting:`INSTALLED_APPS`, the Django development server automatically serves the static files of the admin app (and any other installed apps). This is however not the case when you use any other server arrangement. You're responsible for setting up Apache, or whichever web server you're using, to serve the admin files.",":모드:`django.contrib.staticfiles의:에 있:`INSTALLED_APPS`, 장고 개발 서버는 자동으로는 관리 앱(그리고 다른 설치된 apps)의 정적 파일을 제공한다. 이것은 하지만 사실이 아닐 때는 다른 서버 배열을 사용한다. 당신은 아파치를 설정하고, 아니면,는 관리 파일을 제공하는 중 웹 서버를 사용하는 책임이 있다."
"We **strongly** recommend using :mod:`django.contrib.staticfiles` to handle the admin files (along with a web server as outlined in the previous section; this means using the :djadmin:`collectstatic` management command to collect the static files in :setting:`STATIC_ROOT`, and then configuring your web server to serve :setting:`STATIC_ROOT` at :setting:`STATIC_URL`), but here are three other approaches:","에서는 관리자 파일(앞부분에서 설명한 웹 서버와 함께):mod:'django.contrib.static files'를 사용하여 정적 파일을 :seting:'에서 수집하도록 강력 권장합니다.STATIC_ROOT'을 선택한 다음 웹 서버가 서비스하도록 구성합니다. 설정:'STATIC_ROOT' at : setting:'STATIC_URL)'), 그러나 다음은 세 가지 다른 접근법이다."
"uWSGI operates on a client-server model. Your web server (e.g., nginx, Apache) communicates with a ``django-uwsgi`` ""worker"" process to serve dynamic content.","uWSGI는 클라이언트-서버 모델에서 작동합니다. 웹 서버(예: nginx, Apache)는 동적 컨텐츠를 제공하기 위해 ``django-uwsgi"" 프로세스로 통신합니다."
How to manage error reporting,오류 보고를 관리하는 방법
"If those conditions are met, Django will email the users listed in the :setting:`MANAGERS` setting whenever your code raises a 404 and the request has a referer. It doesn't bother to email for 404s that don't have a referer -- those are usually people typing in broken URLs or broken web bots. It also ignores 404s when the referer is equal to the requested URL, since this behavior is from broken web bots too.",이러한 조건이 충족되면 Django는 :seting에 나열된 사용자에게 e-메일을 보냅니다.당신의 코드가 404를 올리고 요청에 레퍼러가 있을 때마다 '매니저즈'가 설정된다. 참조자가 없는 404대에게는 이메일로 보내는 것이 귀찮지 않습니다. 대개는 고장난 URL이나 고장난 웹 봇을 타이핑하는 사람들이죠. 또한 레퍼러가 요청한 URL과 동일한 경우 404초도 무시합니다. 이 동작도 손상된 웹 봇에서 발생되기 때문입니다.
":class:`~django.middleware.common.BrokenLinkEmailsMiddleware` must appear before other middleware that intercepts 404 errors, such as :class:`~django.middleware.locale.LocaleMiddleware` or :class:`~django.contrib.flatpages.middleware.FlatpageFallbackMiddleware`. Put it toward the top of your :setting:`MIDDLEWARE` setting.",:class:`~django.middleware.common.BrokenLinkEmailsMiddleware`는 404 오류를 가로채는 다른 미들웨어(예: :class:`~django.middleware.locale.LocaleMiddleware` 또는 :class:`~django.contrib.flatpages) 앞에 나타나야 합니다. :setting:`MIDDLEWARE` 설정의 맨 위에 놓으십시오.
"Filtering sensitive data is a hard problem, and it's nearly impossible to guarantee that sensitive data won't leak into an error report. Therefore, error reports should only be available to trusted team members and you should avoid transmitting error reports unencrypted over the internet (such as through email).","중요한 데이터를 필터링하는 것은 어려운 문제이며 중요한 데이터가 오류 보고서에 유출되지 않도록 보장하는 것은 거의 불가능합니다. 따라서 오류 보고서는 신뢰할 수 있는 팀 구성원만 사용할 수 있어야 하며, 전자 메일 등의 인터넷을 통해 암호화되지 않은 오류 보고서를 전송하지 않아야 합니다."
Property that returns a :class:`pathlib.Path` representing the absolute filesystem path to a template for rendering the HTML representation of the exception. Defaults to the Django provided template.,예외의 HTML 표현을 렌더링하기 위한 템플릿에 대한 절대 파일 시스템 경로를 나타내는 클래스:`pathlib.Path`를 반환하는 property입니다. Django 제공 템플릿의 기본값입니다.
Property that returns a :class:`pathlib.Path` representing the absolute filesystem path to a template for rendering the plain-text representation of the exception. Defaults to the Django provided template.,예외의 일반 텍스트 표현을 렌더링하기 위한 템플릿에 대한 절대 파일 시스템 경로를 나타내는 클래스:`pathlib.Path`를 반환하는 property입니다. Django 제공 템플릿의 기본값입니다.
How to provide initial data for models,모델에 초기 데이터를 제공하는 방법
It's sometimes useful to prepopulate your database with hard-coded data when you're first setting up an app. You can provide initial data with migrations or fixtures.,앱을 처음 설정할 때 하드 코딩된 데이터로 데이터베이스를 미리 채우는 것이 때때로 유용합니다. 마이그레이션 또는 고정 장치와 함께 초기 데이터를 제공할 수 있습니다.
"You can load data by calling :djadmin:`manage.py loaddata <loaddata>` ``<fixturename>``, where ``<fixturename>`` is the name of the fixture file you've created. Each time you run :djadmin:`loaddata`, the data will be read from the fixture and reloaded into the database. Note this means that if you change one of the rows created by a fixture and then run :djadmin:`loaddata` again, you'll wipe out any changes you've made.",":djadmin:'manage.py loaddata <loaddata>` ``<fixturename>``를 호출하여 데이터를 로드할 수 있습니다. ``<fixturename>``는 당신이 만든 fixture 파일의 이름입니다. :djadmin:`loaddata`를 실행할 때마다 데이터는 고정장치에서 읽혀져 데이터베이스에 다시 로드됩니다. 이는 고정 장치에 의해 생성된 행 중 하나를 변경한 후 :djadmin:`loaddata`를 다시 실행하는 경우, 변경 내용이 모두 지워진다는 의미입니다."
How to integrate Django with a legacy database,Django를 레거시 데이터베이스와 통합하는 방법
How to configure and use logging,로깅 구성 및 사용 방법
:ref:`Django logging reference <logging-ref>`,:ref:`Django 로깅 참조 <logging-ref>`
:ref:`Django logging overview <logging-explanation>`,:ref:`Django 로깅 개요 <logging-explanation>`
Django provides a working :ref:`default logging configuration <default-logging-configuration>` that is readily extended.,Django는 쉽게 확장할 수 있는 :ref:`기본 로깅 구성 <default-logging-configuration>`을 제공합니다.
Make a basic logging call,기본 로깅 호출하기
"To send a log message from within your code, you place a logging call into it.",코드 내에서 로그 메시지를 보내려면 로깅 호출을 입력합니다.
Don't be tempted to use logging calls in ``settings.py``.,``settings.py``에서 로깅 호출을 사용하고 싶은 유혹에 빠지지 마십시오.
"The way that Django logging is configured as part of the ``setup()`` function means that logging calls placed in ``settings.py`` may not work as expected, because *logging will not be set up at that point*. To explore logging, use a view function as suggested in the example below.",Django 로깅을 ``setup()`` 함수의 일부로 구성하면 ``settings.py``에 있는 로깅 호출이 예상대로 작동하지 않을 수 있습니다. 왜냐하면 *로깅이 그 시점에서 설정되지 않기 때문입니다*. 로깅을 탐색하려면 아래 예에서 제안된 뷰 함수를 사용하십시오.
"First, import the Python logging library, and then obtain a logger instance with :py:func:`logging.getLogger`. Provide the ``getLogger()`` method with a name to identify it and the records it emits. A good option is to use ``__name__`` (see :ref:`naming-loggers` below for more on this) which will provide the name of the current Python module as a dotted path::","먼저 Python 로깅 라이브러리를 import한 다음, :py:func:`logging.getLogger`를 사용하여 로거 인스턴스를 가져옵니다. ``getLogger()`` 메서드에 이를 식별할 수 있는 이름과 생성하는 레코드를 제공하십시오. 좋은 옵션은 ``__name__``(자세한 내용은 아래의 :ref:`naming-loggers` 참조)을 사용하는 것입니다. 그러면 현재 파이썬 모듈의 이름이 점으로 구분된 경로로 제공됩니다::"
It's a good convention to perform this declaration at module level.,모듈 수준에서 이 선언을 수행하는 것이 좋습니다.
"And then in a function, for example in a view, send a record to the logger::",그런 다음 함수 안(예: 뷰 안)에서 로거에 레코드를 보냅니다::
"When this code is executed, a :py:class:`~logging.LogRecord` containing that message will be sent to the logger. If you're using Django's default logging configuration, the message will appear in the console.",이 코드가 실행되면 해당 메시지가 포함된 :py:class:`~logging.LogRecord`가 로거로 전송됩니다. Django의 기본 로깅 구성을 사용하는 경우 메시지가 콘솔에 나타납니다.
"The ``WARNING`` level used in the example above is one of several :ref:`logging severity levels <topic-logging-parts-loggers>`: ``DEBUG``, ``INFO``, ``WARNING``, ``ERROR``, ``CRITICAL``. So, another example might be::","위의 예에서 사용된 ``WARNING`` 수준은 여러 :ref:`로깅 심각도 수준들 <topic-logging-parts-loggers>`중 하나입니다: ``DEBUG``, ``INFO``, ``WARNING``, ``ERROR``, ` '중요'. 따라서 다른 예는 다음과 같습니다::"
Records with a level lower than ``WARNING`` will not appear in the console by default. Changing this behavior requires additional configuration.,``WARNING``보다 낮은 수준의 레코드는 기본적으로 콘솔에 나타나지 않습니다. 이 동작을 변경하려면 추가 구성이 필요합니다.
Customize logging configuration,로깅 구성 사용자 정의
"Although Django's logging configuration works out of the box, you can control exactly how your logs are sent to various destinations - to log files, external services, email and so on - with some additional configuration.","Django의 로깅 구성은 별 다른 구성 없이도 작동하지만, 몇 가지 추가 구성을 통해 로그가 다양한 대상(로그 파일, 외부 서비스, 이메일 등)으로 전송되는 방식을 정확하게 제어할 수 있습니다."
You can configure:,다음을 설정할 수 있습니다:
"logger mappings, to determine which records are sent to which handlers",어떤 레코드를 어떤 핸들러로 보낼지 결정하는 로거 매핑
"handlers, to determine what they do with the records they receive",받은 레코드로 무엇을 할지 결정하는 핸들러
"filters, to provide additional control over the transfer of records, and even modify records in-place",레코드 전송에 대한 추가 제어를 제공하고 레코드를 바로 수정할 수 있는 필터
"formatters, to convert :class:`~logging.LogRecord` objects to a string or other form for consumption by human beings or another system",:class:`~logging.LogRecord` 객체를 사람이나 다른 시스템에서 사용할 문자열이나 다른 형식으로 변환하는 포맷터
"There are various ways of configuring logging. In Django, the :setting:`LOGGING` setting is most commonly used. The setting uses the :ref:`dictConfig format <logging-config-dictschema>`, and extends the :ref:`default logging configuration <default-logging-definition>`.",로깅 구성에는 다양한 방법들이 있습니다. Django에서는 :setting:`LOGGING` 구성이 가장 일반적으로 사용됩니다. 이 구성은 :ref:`dictConfig 형식 <logging-config-dictschema>`을 사용하고 :ref:`기본 로깅 구성 <default-logging-definition>`을 확장합니다.
See :ref:`configuring-logging` for an explanation of how your custom settings are merged with Django's defaults.,사용자 지정 설정이 Django의 기본값과 병합되는 방법에 대한 설명은 :ref:`configuring-logging`을 참조하세요.
"See the :mod:`Python logging documentation <python:logging.config>` for details of other ways of configuring logging. For the sake of simplicity, this documentation will only consider configuration via the ``LOGGING`` setting.",로깅을 구성하는 다른 방법에 대한 자세한 내용은 mod:`Python 로깅 문서 <python:logging.config>`를 참조하세요. 단순화를 위해 이 문서에서는 ``LOGGING`` 설정을 통한 구성만 고려합니다.
Basic logging configuration,기본 로깅 구성
"When configuring logging, it makes sense to","로깅을 구성할 때, 다음을 수행하는 것이 좋습니다:"
Create a ``LOGGING`` dictionary,``LOGGING`` 사전 생성
In your ``settings.py``::,``settings.py``에서::
It nearly always makes sense to retain and extend the default logging configuration by setting ``disable_existing_loggers`` to ``False``.,``disable_existing_loggers``를 ``False``로 설정하여 기본 로깅 구성을 유지하고 확장하는 것이 거의 항상 좋습니다.
Configure a handler,핸들러 구성
"This example configures a single handler named ``file``, that uses Python's :class:`~logging.FileHandler` to save logs of level ``DEBUG`` and higher to the file ``general.log`` (at the project root):",이 예제는 Python의 :class:`~logging.FileHandler`를 사용하여 ``DEBUG`` 이상의 로그를 (프로젝트 루트에 있는) ``general.log`` 파일에 저장하는 ``file``이라는 단일 핸들러를 구성합니다:
"Different handler classes take different configuration options. For more information on available handler classes, see the :class:`~django.utils.log.AdminEmailHandler` provided by Django and the various :py:mod:`handler classes <logging.handlers>` provided by Python.",다른 핸들러 클래스는 다른 구성 옵션을 사용합니다. 사용 가능한 핸들러 클래스에 대한 자세한 내용은 Django에서 제공하는 클래스:`~django.utils.log.AdminEmailHandler` 및 Python에서 제공하는 다양한 핸들러 클래스 <logging.handlers>`를 참조하세요.
"Logging levels can also be set on the handlers (by default, they accept log messages of all levels). Using the example above, adding:",로깅 수준은 핸들러에서도 설정할 수 있습니다(기본적으로 모든 수준의 로그 메시지를 수락함). 위의 예를 사용하여 다음을 추가합니다:
would define a handler configuration that only accepts records of level ``DEBUG`` and higher.,``DEBUG`` 수준 이상의 레코드만 허용하는 핸들러 구성을 정의합니다.
Configure a logger mapping,로거 매핑 설정
"To send records to this handler, configure a logger mapping to use it for example:","이 핸들러로 레코드를 보내려면, 로거 매핑을 구성합니다. 예를 들면 다음과 같습니다:"
The mapping's name determines which log records it will process. This configuration (``''``) is *unnamed*. That means that it will process records from *all* loggers (see :ref:`naming-loggers` below on how to use the mapping name to determine the loggers for which it will process records).,"매핑의 이름은 처리할 로그 레코드를 결정합니다. 이 구성(``''``)은 *unnamed*입니다. 즉, *모든* 로거의 레코드를 처리한다는 의미입니다(레코드를 처리할 로거를 결정하기 위해 매핑 이름을 사용하는 방법은 아래의 :ref:`naming-loggers` 참조)."
It will forward messages of levels ``DEBUG`` and higher to the handler named ``file``.,``DEBUG`` 수준 이상의 메시지를 ``file``이라는 핸들러로 전달합니다.
"Note that a logger can forward messages to multiple handlers, so the relation between loggers and handlers is many-to-many.","로거는 여러 핸들러에 메시지를 전달할 수 있으므로, 로거와 핸들러 간의 관계는 many-to-many입니다."
If you execute::,만약 다음을 실행하는 경우::
"in your code, you will find that message in the file ``general.log`` in the root of the project.",코드에서 프로젝트 루트의 ``general.log`` 파일에서 해당 메시지를 찾을 수 있습니다.
Configure a formatter,포맷터 구성
"By default, the final log output contains the message part of each :class:`log record <logging.LogRecord>`. Use a formatter if you want to include additional data. First name and define your formatters - this example defines formatters named ``verbose`` and ``simple``:",기본적으로 최종 로그 출력에는 각 로그 레코드 <logging.LogRecord>`의 메시지 부분이 포함됩니다. 추가 데이터를 포함하려면 포맷터를 사용하십시오. 먼저 이름을 지정하고 포맷터를 정의합니다. 이 예에서는 ``verbose`` 및 ``simple``이라는 포맷터를 정의합니다:
The ``style`` keyword allows you to specify ``{`` for :meth:`str.format` or ``$`` for :class:`string.Template` formatting; the default is ``$``.,``style`` 키워드를 사용하면 :meth:`str.format`에 ``{``를 지정하거나 :class:`string.Template` 형식에 ``$``를 지정할 수 있습니다. 기본값은 ``$``입니다.
See :ref:`logrecord-attributes` for the :class:`~logging.LogRecord` attributes you can include.,include할 수 있는 :class:`~logging.LogRecord` 속성에 대해  :ref:`logrecord-attributes`를 참조하십시오.
"To apply a formatter to a handler, add a ``formatter`` entry to the handler's dictionary referring to the formatter by name, for example:","포맷터를 핸들러에 적용하려면, 이름으로 포맷터를 참조하는 핸들러의 사전에 ``formatter`` 항목을 추가하십시오. 예를 들면 다음과 같습니다:"
Use logger namespacing,로거 네임스페이싱 사용
The unnamed logging configuration ``''`` captures logs from any Python application. A named logging configuration will capture logs only from loggers with matching names.,명명되지 않은 로깅 설정 ``''``은 모든 Python 응용 프로그램에서 로그를 캡처합니다. 명명된 로깅 구성은 이름이 일치하는 로거에서만 로그를 캡처합니다.
The namespace of a logger instance is defined using :py:func:`~logging.getLogger`. For example in ``views.py`` of ``my_app``::,로거 인스턴스의 네임스페이스는 :py:func:`~logging.getLogger`를 사용하여 정의됩니다. 예를 들어 ``my_app``의 ``views.py``에서::
will create a logger in the ``my_app.views`` namespace. ``__name__`` allows you to organize log messages according to their provenance within your project's applications automatically. It also ensures that you will not experience name collisions.,는 ``my_app.views`` 네임스페이스에 로거를 생성합니다. ``__name__``을 사용하면 프로젝트의 애플리케이션 내에서 출처에 따라 로그 메시지를 자동으로 구성할 수 있습니다. 또한 이름 충돌이 발생하지 않도록 보장해줍니다.
A logger mapping named ``my_app.views`` will capture records from this logger:,``my_app.views``라는 로거 매핑은 이 로거에서 레코드를 캡처합니다:
"A logger mapping named ``my_app`` will be more permissive, capturing records from loggers anywhere within the ``my_app`` namespace (including ``my_app.views``, ``my_app.utils``, and so on):","``my_app``이라는 이름의 로거 매핑은 ``my_app`` 네임스페이스(``my_app.views``, ``my_app.utils`` 등 포함) 내의 모든 로거에서 레코드를 캡처하기 떄문에 더 관대합니다:"
You can also define logger namespacing explicitly::,다음과 같이 로거 네임스페이스를 명시적으로 정의할 수도 있습니다::
and set up logger mappings accordingly.,그리고 그에 따라 로거 매핑을 설정합니다.
Using logger hierarchies and propagation,로거 계층 및 전파 사용
"Logger naming is *hierarchical*. ``my_app`` is the parent of ``my_app.views``, which is the parent of ``my_app.views.private``. Unless specified otherwise, logger mappings will propagate the records they process to their parents - a record from a logger in the ``my_app.views.private`` namespace will be handled by a mapping for both ``my_app`` and ``my_app.views``.","로거 이름 지정은 *계층적*입니다. ``my_app``은 ``my_app.views.private``의 부모인 ``my_app.views``의 부모입니다. 달리 지정하지 않는 한, 로거 매핑은 처리하는 레코드를 부모에게 전파합니다. ``my_app.views.private`` 네임스페이스에 있는 로거의 레코드는 ``my_app`` 및 ``my_app.views`` 모두에 대한 매핑에 의해 처리됩니다."
"To manage this behavior, set the propagation key on the mappings you define::","이 동작을 관리하려면, 당신이 정의한 매핑에서 전파 키를 설정합니다."
"``propagate`` defaults to ``True``. In this example, the logs from ``my_app.views.private`` will not be handled by the parent, but logs from ``my_app.views`` will.",``propagate``의 기본값은 ``True``입니다. 이 예에서 ``my_app.views.private``의 로그는 상위에서 처리되지 않지만 ``my_app.views``의 로그는 처리됩니다.
Configure responsive logging,반응형 로깅 구성
"Logging is most useful when it contains as much information as possible, but not information that you don't need - and how much you need depends upon what you're doing. When you're debugging, you need a level of information that would be excessive and unhelpful if you had to deal with it in production.",로깅은 필요하지 않은 정보를 제외한 가능한 많은 정보를 포함할 때 가장 유용합니다. 필요한 정보의 양은 수행 중인 작업에 따라 다릅니다. 디버깅할 때는 프로덕션에서는 과도하고 도움이 되지 않는 수준의 정보가 필요합니다.
"You can configure logging to provide you with the level of detail you need, when you need it. Rather than manually change configuration to achieve this, a better way is to apply configuration automatically according to the environment.","필요할 때 필요한 세부 수준을 제공하도록 로깅을 구성할 수 있습니다. 이를 위해 수동으로 구성을 변경하는 것보다, 환경에 따라 자동으로 구성을 적용하는 것이 더 좋은 방법입니다."
"For example, you could set an environment variable ``DJANGO_LOG_LEVEL`` appropriately in your development and staging environments, and make use of it in a logger mapping thus::","예를 들어, 개발 및 스테이징 환경에서 ``DJANGO_LOG_LEVEL`` 환경 변수를 적절하게 설정하여 로거 매핑에서 사용할 수 있습니다::"
"\- so that unless the environment specifies a lower log level, this configuration will only forward records of severity ``WARNING`` and above to its handler.",\- 따라서 환경이 더 낮은 로그 수준을 지정하지 않는 한 이 구성은 ``WARNING`` 이상의 심각도를 가진 레코드만 핸들러로 전달합니다.
Other options in the configuration (such as the ``level`` or ``formatter`` option of handlers) can be similarly managed.,구성의 다른 옵션(예: 핸들러의 ``level`` 또는 ``formatter`` 옵션)도 유사하게 관리할 수 있습니다.
How to create CSV output,CSV로 출력하는 방법
How to create PDF files,PDF 파일을 만드는 방법
"When ``as_attachment=True`` is passed to ``FileResponse``, it sets the appropriate ``Content-Disposition`` header and that tells web browsers to pop-up a dialog box prompting/confirming how to handle the document even if a default is set on the machine. If the ``as_attachment`` parameter is omitted, browsers will handle the PDF using whatever program/plugin they've been configured to use for PDFs.","``as_attachment=True``가 ``FileResponse``에 전달되면, 적절한 ``Content-Disposition`` 헤더가 설정되어 이미 기본값이 설정된 기계의 웹브라우저에게 문서 처리 방법을 표시하고 확인하는 대화 상자를 팝업하도록 지시합니다. ``as_attachment`` 매개변수가 생략된 경우, 브라우저는 PDF에 사용하도록 구성된 프로그램/플러그인을 사용하여 PDF를 처리합니다."
How to override templates,템플릿 재정의 방법
``templates/admin/base_site.html``,``templates/admin/base_site.html``
How to deploy static files,정적 파일을 배포하는 방법
"Most larger Django sites use a separate web server -- i.e., one that's not also running Django -- for serving static files. This server often runs a different type of web server -- faster but less full-featured. Some common choices are:",대부분의 대형 Django 사이트에서는 정적 파일을 처리하기 위해 별도의 웹 서버(예: Django를 실행하지 않는 서버)를 사용합니다. 이 서버는 종종 다른 유형의 웹 서버를 실행하며 속도는 빠르지만 기능은 부족합니다. 일반적인 선택은 다음과 같습니다:
Another common tactic is to serve static files from a cloud storage provider like Amazon's S3 and/or a CDN (content delivery network). This lets you ignore the problems of serving static files and can often make for faster-loading web pages (especially when using a CDN).,또 다른 일반적인 방법은 Amazon의 S3 및/또는 CDN(컨텐츠 제공 네트워크)과 같은 클라우드 스토리지 공급업체의 정적 파일을 제공하는 것입니다. 이렇게 하면 정적 파일 서비스 문제를 무시할 수 있으며 웹 페이지를 더 빨리 로드할 수 있습니다(특히 CDN 사용 시).
"For example, if your :setting:`STATIC_URL` is defined as ``static/``, you can do this by adding the following snippet to your ``urls.py``::","예를 들어, :setting:`STATIC_URL`이 ``static/``로 정의된 경우, ``urls.py``에 다음 조각을 추가하여 이를 수행할 수 있습니다::"
This helper function works only in debug mode and only if the given prefix is local (e.g. ``static/``) and not a URL (e.g. ``http://static.example.com/``).,이 도우미 함수는 디버그 모드에서만 작동하며 주어진 접두사가 로컬(예: ``static/``)이고 URL(예: ``http://static.example.com/``)이 아닌 경우에만 작동합니다.
"Finally, static files are served via a wrapper at the WSGI application layer. As a consequence, static files requests do not pass through the normal :doc:`middleware chain </topics/http/middleware>`.",마지막으로 정적 파일은 WSGI 응용 프로그램 계층에서 래퍼를 통해 제공됩니다. 결과적으로 정적 파일 요청은 일반적인 :doc:`미들웨어 체인 </topics/http/middleware>`을 통과하지 않습니다.
"For example, if your :setting:`MEDIA_URL` is defined as ``media/``, you can do this by adding the following snippet to your :setting:`ROOT_URLCONF`::","예를 들어, :setting:`MEDIA_URL`이 ``media/``로 정의된 경우, 다음 조각을 :setting:`ROOT_URLCONF`에 추가하여 이를 수행할 수 있습니다::"
This helper function works only in debug mode and only if the given prefix is local (e.g. ``media/``) and not a URL (e.g. ``http://media.example.com/``).,이 도우미 함수는 디버그 모드에서만 작동하며 주어진 접두어가 로컬(예: ``media/``)이고 URL(예: ``http://media.example.com/``)이 아닌 경우에만 작동합니다.
How to upgrade Django to a newer version,Django를 최신 버전으로 업그레이드하는 방법
"Afterward, you should familiarize yourself with the changes that were made in the new Django version(s):",그런 다음 새 Django 버전에서 변경된 사항을 숙지해야 합니다:
"If you're not using the Django test runner, you may need to also ensure that any console output is not captured which would hide deprecation warnings. For example, if you use `pytest <https://docs.pytest.org/>`__:","Django 테스트 러너를 사용하지 않는 경우, 지원 중단 경고를 숨기는 콘솔 출력이 캡처되지 않았는지 확인해야 할 수도 있습니다. 예를 들어 `pytest <https://docs.pytest.org/>`__를 사용하는 경우:"
"To install Python on your machine go to https://www.python.org/downloads/. The website should offer you a download button for the latest Python version. Download the executable installer and run it. Check the boxes next to ""Install launcher for all users (recommended)"" then click ""Install Now"".","컴퓨터에 Python을 설치하려면 https://www.python.org/downloads/로 이동합니다. 웹 사이트에서 최신 Python 버전에 대한 다운로드 버튼을 제공해야 합니다. 실행 가능한 설치 프로그램을 다운로드하고 실행합니다. ""모든 사용자를 위한 런처 설치(권장)"" 옆의 확인란을 선택한 다음 ""지금 설치""를 클릭합니다."
"This will create a folder called 'project-name' if it does not already exist and set up the virtual environment. To activate the environment, run::",이렇게 하면 '프로젝트 이름' 폴더가 아직 없는 경우 해당 폴더가 생성되고 가상 환경이 설정됩니다. 환경을 활성화하려면 다음을 실행하십시오::
Colored terminal output,컬러 터미널 출력
"A quality-of-life feature adds colored (rather than monochrome) output to the terminal. In modern terminals this should work for both CMD and PowerShell. If for some reason this needs to be disabled, set the environmental variable :envvar:`DJANGO_COLORS` to ``nocolor``.","삶의 질 기능은 터미널에 (흑백이 아닌) 컬러 출력을 추가합니다. 최신 터미널에서는 CMD와 PowerShell 모두에서 작동합니다. 비활성화해야 하는 경우, 환경 변수 :envvar:`DJANGO_COLORS`를 ``nocolor``로 설정하십시오."
"On older Windows versions, or legacy terminals, colorama_ must be installed to enable syntax coloring::",이전 Windows 버전 또는 레거시 터미널에서 구문 색상 표시를 활성화하려면 colorama_를 설치해야 합니다::
See :ref:`syntax-coloring` for more information on color settings.,색상 설정에 대한 자세한 내용은 :ref:`syntax-coloring`을 참조하세요.
"In general, Django assumes that ``UTF-8`` encoding is used for I/O. This may cause problems if your system is set to use a different encoding. Recent versions of Python allow setting the :envvar:`PYTHONUTF8` environment variable in order to force a ``UTF-8`` encoding. Windows 10 also provides a system-wide setting by checking ``Use Unicode UTF-8 for worldwide language support`` in :menuselection:`Language --> Administrative Language Settings --> Change system locale` in system settings.","일반적으로, Django는 ``UTF-8`` 인코딩이 I/O에 사용된다고 가정합니다. 시스템이 다른 인코딩을 사용하도록 설정된 경우 이로 인해 문제가 발생할 수 있습니다. 최신 버전의 Python에서는 ``UTF-8`` 인코딩을 강제하기 위해 :envvar:`PYTHONUTF8` 환경 변수를 설정할 수 있습니다. Windows 10은 또한 시스템 설정의 :menuselection:`언어 --> 관리 언어 설정 --> 시스템 로케일 변경`에서 ``세계 언어 지원에 유니코드 UTF-8 사용``을 선택하여 시스템 전체 설정을 제공합니다."
How to create database migrations,데이터베이스 마이그레이션을 생성하는 방법
``myapp/dbrouters.py``,``myapp/dbrouters.py``
``0006_remove_uuid_null.py``,``0006_remove_uuid_null.py``
``0004_add_uuid_field.py``,``0004_add_uuid_field.py``
``0005_populate_uuid_values.py``,``0005_populate_uuid_values.py``
``myapp/migrations/0124_move_old_app_to_new_app.py``,``myapp/migrations/0124_move_old_app_to_new_app.py``
"If you change a :class:`~django.db.models.ManyToManyField` to use a ``through`` model, the default migration will delete the existing table and create a new one, losing the existing relations. To avoid this, you can use :class:`.SeparateDatabaseAndState` to rename the existing table to the new table name while telling the migration autodetector that the new model has been created. You can check the existing table name through :djadmin:`sqlmigrate` or :djadmin:`dbshell`. You can check the new table name with the through model's ``_meta.db_table`` property. Your new ``through`` model should use the same names for the ``ForeignKey``\s as Django did. Also if it needs any extra fields, they should be added in operations after :class:`.SeparateDatabaseAndState`.",":class:~django.db.models.ManyToManyField를 ``through`` 모델을 사용하도록 변경하면, 기본 마이그레이션이 기존 테이블을 삭제하고 새 테이블을 생성하여 기존 관계를 잃게 됩니다. 이를 방지하려면, 마이그레이션 자동 감지기에 새 모델이 생성되었음을 알리면서 기존 테이블의 이름을 새 테이블 이름으로 변경하기 위해 :class:`.SeparateDatabaseAndState`를 사용할 수 있습니다. 기존 테이블 이름은 :djadmin:`sqlmigrate` 또는 :djadmin:`dbshell`을 통해 확인할 수 있습니다. 새 테이블 이름은 모델의 ``_meta.db_table`` 속성을 통해 확인할 수 있습니다. 새로운 ``through`` 모델은 Django와 같은 ``ForeignKey``\s 이름을 사용해야 합니다. 또한 추가 필드가 필요한 경우 작업에서 :class:`.SeparateDatabaseAndState` 이후에 추가해야 합니다."
